run,indices,signs,results
349,"[9748, 6059, 3011, 8957, 4939, 5504, 1538, 5492, 8522, 7439]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9779906310117351, 0.968173192615674, 0.9469768566340471, 0.9472992055934707, 0.9336562043923101, 0.8729631241305598, 0.7663701741649962, 0.7288331019549045, 0.7031846623318176, 0.6494463481092418]"
350,"[9695, 1869, 4004, 4842, 960, 9149, 3817, 1761, 4417, 4404]","[1, 1, 1, -1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9970031035339162, 0.9915671253880243, 0.9819974401216179, 0.9381421603619482, 0.9133198441697876, 0.8711783385499389, 0.8583882533010718, 0.8089907345419272, 0.7589414393755709, 0.6540958921226663]"
351,"[4684, 3932, 7782, 326, 2383, 1999, 7284, 3512, 9498, 2286]","[1, 1, 1, 1, 1, 1, 1, -1, 1, 1]","[1.0, 0.991656859479483, 0.9836272339044484, 0.9774627874442225, 0.9766448555686138, 0.951567160344056, 0.9178295024771848, 0.8815094521614759, 0.8172556291048207, 0.7529333931053125, 0.7321650341388241]"
352,"[3282, 484, 5023, 3604, 4514, 2983, 6069, 6759, 4088, 9434]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9981953598234026, 0.9969815104179389, 0.9903250796114289, 0.982592659680348, 0.9707722814721693, 0.94371326316832, 0.9175600695736189, 0.9021569843391086, 0.8816228695194246, 0.85065329736926]"
353,"[2851, 1737, 4617, 5224, 1387, 7495, 9072, 6715, 726, 1563]","[1, 1, 1, 1, 1, 1, 1, 1, -1, -1]","[1.0, 0.9969929915423796, 0.9895066241030301, 0.9841845053345982, 0.9755703508373078, 0.9548609217859289, 0.9146437448680647, 0.8879476028425062, 0.8703991623068679, 0.8191112418165443, 0.7709205862800814]"
354,"[9163, 6341, 3167, 306, 3864, 5391, 3049, 38, 6504, 5923]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.993992501769387, 0.9879063962815473, 0.9734753572819915, 0.9646023490385784, 0.9105784461798483, 0.8656114137616209, 0.8177490283959977, 0.8002838412416557, 0.7427844648324928, 0.6987476530249451]"
355,"[2082, 9596, 3847, 3621, 3497, 22, 7209, 3597, 8941, 2615]","[1, 1, -1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9969886779787083, 0.9809897936420642, 0.9658263049991183, 0.9516894712183364, 0.9336881297645736, 0.9064895376566384, 0.8860486411297044, 0.8716326421103822, 0.8100575445113358, 0.761450229685575]"
356,"[246, 7145, 4493, 4436, 1960, 217, 2685, 9028, 8654, 497]","[1, 1, 1, -1, -1, 1, 1, 1, 1, 1]","[1.0, 0.9945782838264834, 0.9682476440577249, 0.9574549080947341, 0.9270610620309425, 0.8372556580680612, 0.7597844975088766, 0.7371142211187676, 0.6654974529112592, 0.6383696821901309, 0.555853897439561]"
357,"[6670, 5743, 8451, 9392, 9896, 5090, 896, 5517, 9632, 7484]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9845234292631704, 0.9769550832332581, 0.9692934814239406, 0.9665884733620886, 0.9363630732117592, 0.8790926943535592, 0.8577255506315489, 0.8432080811032947, 0.8012832540327566, 0.7592032779098613]"
358,"[2690, 2192, 4805, 1289, 3494, 2504, 409, 3965, 3193, 8617]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9915910442349843, 0.9854713511857889, 0.973510949044294, 0.9508804638645197, 0.9346648456293954, 0.9351325002059463, 0.9166063984675316, 0.8764861755090558, 0.8252394156166736, 0.8121034519500323]"
359,"[2648, 5958, 4888, 5093, 1248, 7542, 6576, 4207, 901, 5417]","[-1, 1, 1, 1, 1, -1, 1, 1, -1, 1]","[1.0, 0.9822508835691746, 0.9777244008183994, 0.9608867627546221, 0.941104532796345, 0.9148579789859527, 0.8667006071769725, 0.8130451283508132, 0.7811832519090196, 0.7743125257667698, 0.7235383174896799]"
360,"[5818, 91, 9457, 3067, 7104, 2562, 6854, 5790, 106, 2488]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.99520930776961, 0.9819843629296763, 0.9519430033428744, 0.9555671974460347, 0.9446645635754204, 0.9218239317866899, 0.8821535721829464, 0.8847105628472707, 0.864367058291968, 0.8622293928717868]"
361,"[4368, 3846, 217, 127, 6086, 3749, 3710, 3846, 4481, 726]","[1, 1, 1, -1, 1, 1, 1, 1, 1, -1]","[1.0, 0.993397686472855, 0.9697566335187702, 0.9258044276179553, 0.8814488083336967, 0.841505195188196, 0.7848341273249475, 0.7044311014428024, 0.6167472337790604, 0.5204161964193756, 0.46697586245156664]"
362,"[6045, 333, 6127, 842, 7757, 580, 1148, 2131, 1349, 3218]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9993977281025842, 0.986373444720916, 0.9698326434799962, 0.9607347952857761, 0.9410616362697304, 0.9214057470502873, 0.8895516949318338, 0.8559832182854672, 0.7884598752934151, 0.7499611211978859]"
363,"[2088, 2536, 9099, 6935, 2707, 5375, 3494, 7384, 2089, 5668]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9939953948902807, 0.9939953948907838, 0.9897539100755357, 0.9878699615597899, 0.9878578733265393, 0.9566908052757523, 0.9339295393363991, 0.8924491103440932, 0.8518365391288434, 0.812225376938214]"
364,"[9124, 2736, 6011, 5716, 8313, 8210, 7956, 2355, 4102, 1223]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9916022360562704, 0.9880427980556321, 0.9605509582492702, 0.9564167974532587, 0.9269274980373766, 0.8827613691663991, 0.8329559223903333, 0.8202112103939521, 0.8117533385436746, 0.7322492700198132]"
365,"[2101, 4763, 4466, 6164, 826, 9897, 2499, 7549, 8144, 8975]","[-1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9761446788191894, 0.9734639376308349, 0.9618158031242001, 0.9325955344371019, 0.922319961660851, 0.893768565012075, 0.8640613940202365, 0.775821358768491, 0.7211615297652758, 0.6857398570235956]"
366,"[593, 1872, 2409, 1, 7766, 9129, 7756, 7990, 8161, 5971]","[1, 1, 1, 1, 1, 1, 1, 1, 1, -1]","[1.0, 0.9993648640127182, 0.9854449914087876, 0.9560928951208256, 0.9511866085672217, 0.8828706164313469, 0.8171707956002934, 0.8106778943122841, 0.7605490073780482, 0.690159565909864, 0.628275559633164]"
367,"[8650, 7111, 9576, 4556, 6989, 4780, 7006, 5677, 1605, 28]","[-1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9874448310450239, 0.9669900276365642, 0.9669900276367025, 0.9516184494633553, 0.9131360032480702, 0.8604361370602163, 0.855599219380845, 0.7847830171696284, 0.7233941866240952, 0.6678602053658309]"
368,"[7716, 436, 9371, 8757, 8287, 7370, 7880, 6296, 2048, 3143]","[1, 1, 1, 1, -1, 1, 1, 1, -1, 1]","[1.0, 0.9993948314913155, 0.9844893061027178, 0.982063087348982, 0.9747648616654502, 0.9614079774808848, 0.9112668833315967, 0.8784486217008958, 0.8359350030869007, 0.74726435083093, 0.6501918087830876]"
369,"[5981, 1942, 8847, 7937, 415, 8833, 7057, 4266, 292, 28]","[1, 1, 1, 1, -1, 1, 1, 1, 1, 1]","[1.0, 0.9999985394882711, 0.9843972825622298, 0.9550204136707462, 0.9241497809362315, 0.9119964782853673, 0.8955230837554391, 0.8877127977336338, 0.8504865935698379, 0.8068754405554573, 0.7448282673149009]"
370,"[926, 8231, 4511, 7836, 1882, 811, 1836, 7023, 7203, 9825]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9970002226059114, 0.9916901346849936, 0.9828242629643374, 0.9649381945578859, 0.9436403805105633, 0.9096558723772757, 0.8500222992063454, 0.8308682015963715, 0.7764104582371334, 0.7330197262686194]"
371,"[329, 1346, 9580, 4087, 8640, 6881, 6105, 9340, 2495, 6329]","[1, 1, 1, 1, 1, 1, 1, 1, 1, -1]","[1.0, 0.9969929915425484, 0.9845217486074103, 0.9607735492800238, 0.9348142181353469, 0.9206002955247259, 0.849653344494465, 0.7932017557009652, 0.7226069686178985, 0.7147916148644187, 0.7015866149021416]"
372,"[7618, 8848, 4828, 5679, 9654, 8762, 3654, 933, 1150, 8804]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9915993376987695, 0.968486340040422, 0.9423757947503713, 0.9414471206529643, 0.8775223259522326, 0.8270823326405168, 0.7718079871902792, 0.7204069900465605, 0.6416510685667901, 0.5829902063702088]"
373,"[2615, 3536, 7323, 6033, 8202, 3012, 4972, 7873, 7636, 6358]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9933293706158831, 0.968680499751011, 0.9283395898845015, 0.9119121263976524, 0.865346553628739, 0.85945954610117, 0.8280876336038254, 0.8095831900070527, 0.795510203972486, 0.76608483556338]"
374,"[7624, 5844, 6654, 2054, 9291, 5453, 2701, 112, 1679, 9760]","[1, 1, 1, 1, 1, 1, -1, 1, 1, 1]","[1.0, 0.9951867107774037, 0.9840035726411476, 0.9688570366827307, 0.946515561459566, 0.9239115266470784, 0.9050026718662121, 0.8869975610259447, 0.8697319829973944, 0.8498228616074519, 0.7874263437233389]"
375,"[8429, 5217, 9605, 3443, 2274, 7153, 728, 6317, 3693, 9514]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9892038007986368, 0.98004591886015, 0.9700910619911557, 0.9719850528984311, 0.9611204239588207, 0.9101972048881876, 0.8865542952932435, 0.8151213461594824, 0.7856744236784609, 0.7357748054306925]"
376,"[3527, 3587, 7601, 8184, 6368, 5903, 5357, 6105, 8120, 7762]","[1, 1, 1, 1, 1, 1, 1, 1, -1, 1]","[1.0, 0.9892119529012493, 0.9652807616120151, 0.9368381397424632, 0.9118074792447736, 0.8987878288770493, 0.8480855596669894, 0.8122897820903543, 0.7554816292522397, 0.7310852065895335, 0.6894114957866745]"
377,"[981, 1792, 2123, 6526, 3799, 3535, 3085, 9535, 2213, 8578]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9939982253848358, 0.9699422629816672, 0.9615242989244297, 0.9498891460971822, 0.8969736085652482, 0.8646980422817643, 0.8341261842622094, 0.8216065333198433, 0.7665470291643255, 0.7292656990655706]"
378,"[1824, 8710, 4254, 2153, 2955, 9996, 6860, 7603, 2966, 5719]","[1, 1, 1, 1, -1, -1, 1, 1, 1, 1]","[1.0, 0.996387114137498, 0.9844373112410556, 0.9701715979990294, 0.9452340489799096, 0.9375267775829269, 0.8850272133031445, 0.8528753718340671, 0.7715021134586533, 0.7590728711399013, 0.7028951087763287]"
379,"[310, 7177, 360, 2249, 9661, 4387, 430, 9222, 1134, 6930]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9964059072348177, 0.9940386524426703, 0.9890486455452161, 0.9733650829416589, 0.950445371501492, 0.9182984896875348, 0.9056732743415025, 0.880844441177202, 0.853031335358126, 0.7838997462612076]"
380,"[2299, 1859, 7009, 5368, 7014, 9334, 9543, 7170, 4619, 9035]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.991599337698848, 0.9755211654655707, 0.9555035706366528, 0.9528078598725527, 0.87683380833195, 0.8607949921135741, 0.7809778418115693, 0.7215936528482733, 0.6458763977102793, 0.6247562461173968]"
381,"[5553, 5532, 1776, 3712, 5095, 3372, 9777, 9024, 1637, 5658]","[1, 1, 1, 1, 1, -1, 1, 1, 1, 1]","[1.0, 0.9963957691267229, 0.977274603185528, 0.9514978838855325, 0.902399059378524, 0.8383258269739325, 0.7831122876207035, 0.7641516855242843, 0.718689542728372, 0.6578048460507246, 0.6043812961605416]"
382,"[2955, 5495, 3066, 762, 9554, 6151, 7536, 9133, 3776, 2580]","[-1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9981953598225135, 0.9932956305298426, 0.9855501022058577, 0.9669502745608685, 0.940981903487731, 0.9112318666691928, 0.8572799043428397, 0.8226351517525968, 0.7917907459699175, 0.7678845069672098]"
383,"[6987, 3104, 4094, 286, 9210, 6016, 8567, 3193, 7528, 7244]","[1, 1, -1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9844227420982221, 0.9589535720011502, 0.912728991555297, 0.8746167605180524, 0.854418378287242, 0.8376329413480657, 0.8423787801240534, 0.7868322130671423, 0.7730931917983896, 0.7266458012749164]"
384,"[5471, 2344, 808, 3181, 719, 7116, 3500, 8001, 80, 4102]","[1, 1, 1, 1, 1, -1, 1, 1, 1, 1]","[1.0, 0.9945708443618276, 0.9902863016794478, 0.9612787206073493, 0.9407401855476167, 0.8862188651237779, 0.121322399676638, 0.13155870275136794, 0.1463988516303753, 0.14639885163214927, 0.15307115185845832]"
385,"[5652, 5006, 6246, 7796, 3949, 2587, 6476, 195, 9150, 4179]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9993977281018716, 0.9940918802162386, 0.9849161193629428, 0.9630966438223807, 0.9202476305265135, 0.8895312977085108, 0.8491797180759243, 0.7766118475664563, 0.7552866068808738, 0.7079373643845344]"
386,"[9229, 3337, 5004, 5824, 7097, 4264, 440, 5927, 7355, 302]","[1, 1, 1, 1, -1, 1, 1, 1, 1, 1]","[1.0, 0.9892740263056019, 0.9801512970773192, 0.9683919754632748, 0.95892090461286, 0.9586126811331965, 0.9449508954808055, 0.9269580359301295, 0.9093374329350365, 0.8535427679466175, 0.7815071410198706]"
387,"[8532, 5126, 3442, 6707, 5494, 5593, 6061, 5731, 7183, 4107]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.993388842469439, 0.9882789537495023, 0.9662041510378232, 0.9211875557826478, 0.8865610385777127, 0.8460459678628915, 0.7980120222184846, 0.7689782361624369, 0.7593017634519974, 0.712705870169357]"
388,"[9827, 6541, 5812, 253, 2435, 4957, 208, 5009, 4278, 9706]","[1, 1, 1, 1, 1, -1, 1, 1, 1, 1]","[1.0, 0.9987730924130583, 0.9945059502505109, 0.9838614539975521, 0.9767057025624436, 0.9364114102771601, 0.9265556406971522, 0.9069400092125143, 0.8488154885691217, 0.7947077999439882, 0.7274813568236445]"
389,"[7447, 1861, 551, 8369, 8714, 5998, 7906, 6685, 4609, 4128]","[1, 1, 1, 1, 1, 1, 1, 1, 1, -1]","[1.0, 0.9916022464845848, 0.9889910199490328, 0.9754631787572403, 0.9463473780486364, 0.8972076230775679, 0.8840341157460945, 0.853121077112377, 0.8310369222098215, 0.7899520761574121, 0.7690800980853043]"
390,"[241, 9030, 7566, 3641, 2053, 9463, 1746, 5949, 8186, 1732]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.959884581868612, 0.9166299320254403, 0.904497735803661, 0.891850530039126, 0.842069500276615, 0.8014422099917975, 0.7474300966541589, 0.7133067414573407, 0.6633058562556733, 0.5746670641702727]"
391,"[9811, 8163, 7376, 7722, 2217, 8816, 4260, 8560, 5708, 9381]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9927286119391021, 0.9752094004047331, 0.9411835072702025, 0.94402314362766, 0.9146592541993797, 0.8855839102635354, 0.8091341199397895, 0.7547601870075316, 0.7166452780422838, 0.6702643736013649]"
392,"[1787, 3597, 4973, 557, 9331, 735, 7918, 4836, 5269, 8444]","[1, 1, 1, 1, 1, -1, 1, 1, -1, 1]","[1.0, 0.9945969326104891, 0.9961928549531389, 0.9922213700427998, 0.9707668385623782, 0.955897952972885, 0.9130520180062547, 0.8865570210263527, 0.8458917925486642, 0.8321171268496346, 0.7292818862237873]"
393,"[7111, 4516, 6429, 599, 8407, 835, 3447, 8561, 6072, 2517]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9850156265967622, 0.9732811471078124, 0.9465799370653136, 0.9465799370676424, 0.8959339327643441, 0.8627932494266031, 0.8432301972316609, 0.7727001004025118, 0.7027629568104549, 0.5609767453451968]"
394,"[7040, 3618, 6938, 6900, 866, 4174, 1794, 8111, 5048, 3594]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9945629275491001, 0.9936483464473964, 0.9722201048686057, 0.9572896564331781, 0.9287088427694391, 0.8983871380873264, 0.8827872782444895, 0.8748477117225415, 0.8204940136024228, 0.6796039769424101]"
395,"[9538, 6193, 3119, 4379, 5532, 4807, 1124, 246, 3721, 3268]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.996998774300595, 0.9823981420236202, 0.9582325040376517, 0.9392038982551572, 0.8875251139901464, 0.8826580014733267, 0.8335211179364844, 0.778124534039404, 0.7193519073410517, 0.6918941306222732]"
396,"[2027, 6665, 4625, 9941, 955, 1552, 9663, 5067, 8864, 1861]","[1, 1, 1, 1, 1, 1, 1, 1, -1, 1]","[1.0, 0.9963727546567297, 0.9915298440339655, 0.980906645847911, 0.9793998478108866, 0.9757385089296511, 0.9424453386754419, 0.9154200499989285, 0.8292786845407243, 0.7892720822532594, 0.7434479900986024]"
397,"[5980, 8707, 7131, 5702, 7784, 4432, 9135, 8925, 1478, 99]","[1, -1, 1, 1, 1, 1, 1, 1, -1, 1]","[1.0, 0.9946254402340224, 0.9762917924092203, 0.968203667705803, 0.9502329500045037, 0.9248379259843016, 0.8924990397774745, 0.8682734176278393, 0.8513005521275595, 0.8301717823313349, 0.7582207684267599]"
398,"[3785, 4703, 1089, 41, 6553, 9829, 1237, 8660, 8738, 31]","[1, 1, 1, 1, 1, 1, -1, 1, 1, 1]","[1.0, 0.9963914503392903, 0.9944919373449979, 0.9819266396650739, 0.9694371267148233, 0.9244576560860969, 0.8873370217959384, 0.8463114879690323, 0.8044717927416923, 0.7553515074397408, 0.6775178801578827]"
399,"[7156, 1209, 4766, 7100, 7197, 208, 820, 338, 7388, 4935]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9921821850895016, 0.9730329618248506, 0.9682494697931856, 0.8939692783987727, 0.8373025888752926, 0.8153045066316069, 0.764350601583276, 0.7211296643174108, 0.6899741471430705, 0.6448273496579462]"
400,"[5962, 931, 2656, 2790, 7345, 7524, 3966, 713, 3838, 8993]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9952035215864428, 0.982476593985909, 0.966650419202639, 0.9527184409188549, 0.9367229193223388, 0.934441282215343, 0.8983894814101393, 0.8393427415380647, 0.7460227578241388, 0.6887276698841813]"
401,"[9472, 673, 6082, 6038, 1292, 8660, 754, 4454, 1032, 4108]","[-1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9964042857996356, 0.9928469269624621, 0.9843777607011707, 0.973668381955767, 0.9541494808447814, 0.9289567511446482, 0.8834058255796547, 0.8415858961226252, 0.8141257919892582, 0.7797353639773142]"
402,"[9889, 4528, 1751, 367, 8283, 3674, 6665, 9421, 2746, 8419]","[1, 1, 1, 1, 1, -1, 1, 1, 1, 1]","[1.0, 0.99760538587782, 0.9761925417099508, 0.9495040476982466, 0.8873802425298492, 0.8852004835315228, 0.7958847298156385, 0.7692672403640536, 0.7486116861169159, 0.6755482104478207, 0.6265496656872316]"
403,"[9726, 7724, 2081, 4669, 8420, 9269, 1391, 6446, 4159, 3742]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.985020196324498, 0.9634676602740888, 0.9559928983890786, 0.9081613210119804, 0.8981254931091711, 0.8533266814422273, 0.8348148411437658, 0.7924945435220441, 0.8011265250864951, 0.7347514933547632]"
404,"[2935, 3756, 253, 3823, 28, 1471, 87, 5668, 6966, 5241]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9969757751547965, 0.9921116989546435, 0.9914404005336633, 0.9926764413606095, 0.9805071918029116, 0.956034626179346, 0.9150167585523538, 0.8869531015468592, 0.7953937310432908, 0.74438735084609]"
405,"[3833, 7717, 7951, 8315, 1246, 6170, 3133, 3136, 1269, 8762]","[1, 1, 1, 1, -1, 1, 1, 1, 1, 1]","[1.0, 0.97746265091517, 0.9623258995397065, 0.9520312208265571, 0.9123549246601682, 0.837466734620079, 0.8374667346178242, 0.7859301314879261, 0.7504526546392146, 0.6691642585599714, 0.6080691949244373]"
406,"[6055, 8284, 1090, 8726, 8005, 9242, 6152, 6870, 9788, 712]","[1, 1, -1, -1, 1, 1, 1, 1, 1, 1]","[1.0, 0.984460201065704, 0.9797637342160436, 0.9479382916524663, 0.9356247459242303, 0.9201222543980497, 0.9081132953530566, 0.8801390680888109, 0.8382430140654826, 0.7785255707910786, 0.6517562417625994]"
407,"[5333, 8972, 3967, 9823, 3768, 7996, 9631, 325, 9541, 7384]","[-1, 1, 1, 1, -1, 1, 1, 1, 1, 1]","[1.0, 0.9938410881837472, 0.9896267039356152, 0.9691925398336949, 0.9511299067087968, 0.9382831667716196, 0.8997119440401828, 0.8512674317335014, 0.7908660920673978, 0.7121492532974155, 0.6444205344013222]"
408,"[756, 5318, 6799, 9627, 8569, 8189, 5605, 2565, 2941, 3253]","[1, 1, 1, 1, 1, -1, 1, -1, 1, 1]","[1.0, 0.9939769017454798, 0.9778042499975024, 0.9465056725926284, 0.9128395253325887, 0.9024521681859121, 0.8148425133456281, 0.783027670252938, 0.7288041839492204, 0.677083688340094, 0.6601671151260791]"
409,"[9174, 645, 4236, 2910, 3462, 2673, 7871, 7792, 4573, 2579]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9946113304064991, 0.9882845210544233, 0.9723634012778466, 0.9388142052759035, 0.8888612866767345, 0.8394494042271088, 0.7789509053215904, 0.7104853152815069, 0.618873166982327, 0.5696893911718381]"
410,"[2383, 1879, 839, 2370, 1789, 5459, 2891, 1184, 6507, 637]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9945955153402216, 0.9844243822141072, 0.927770753933532, 0.8929087335809915, 0.8801477670952331, 0.8492032089107693, 0.7724307567102937, 0.7399067268192676, 0.7143986415006549, 0.647218762132193]"
411,"[6739, 4005, 4387, 3050, 920, 3469, 5673, 1196, 8167, 2149]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9981924649597447, 0.9832928351458872, 0.9636219467663386, 0.9115675143649753, 0.8801974654228806, 0.8253375015055358, 0.7770431536315777, 0.7361109348502322, 0.6839405285805584, 0.6372603724350878]"
412,"[9336, 8039, 9622, 1361, 4887, 5166, 89, 4442, 7763, 9493]","[1, 1, 1, 1, 1, 1, -1, 1, 1, 1]","[1.0, 0.9915584632063805, 0.970141116404418, 0.9611083710024952, 0.9458534768490725, 0.8997201075600402, 0.8639623148654132, 0.8216770661804975, 0.7824266357641676, 0.680004966826615, 0.6221739749204716]"
413,"[4746, 3409, 6920, 119, 3502, 2868, 6805, 5652, 6411, 4650]","[1, 1, 1, 1, 1, 1, 1, 1, -1, 1]","[1.0, 0.9933485695345077, 0.9897379004252302, 0.9688375099587833, 0.8928265226523726, 0.861411650048096, 0.789984427444848, 0.7576891748498522, 0.7404128133110908, 0.7211553687496791, 0.6621832209565414]"
414,"[5075, 4373, 6432, 5447, 4528, 4665, 6509, 3758, 9428, 5449]","[1, -1, 1, 1, 1, 1, 1, -1, 1, 1]","[1.0, 0.9969987604048072, 0.9933985445820694, 0.984147756861331, 0.983156196456535, 0.9466452548850897, 0.8967937987913089, 0.8919669763570595, 0.8648364976490701, 0.8243549842494103, 0.7955717311897517]"
415,"[5027, 4446, 6643, 3103, 9655, 471, 3806, 1385, 6177, 9361]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9946185681240215, 0.98233444557255, 0.9698317374212254, 0.9604165017007656, 0.9415975995908561, 0.9156279213473282, 0.9053611250277188, 0.8634310494179191, 0.8391641198267287, 0.7826396726765663]"
416,"[8193, 207, 677, 9727, 5668, 3313, 5784, 7813, 4851, 3244]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9969929915462161, 0.9887071651910135, 0.9736068184193802, 0.9746420769686395, 0.9802248435958026, 0.9392992522372379, 0.9256703354597839, 0.9168636290039809, 0.8989277077106484, 0.8520291409106192]"
417,"[7716, 8760, 1172, 2464, 5803, 6534, 8929, 5168, 5815, 3504]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9993948314913155, 0.9993919488237247, 0.9961189047528635, 0.9911013201339868, 0.983788119031208, 0.9659239579324145, 0.8690963912748624, 0.8491404226281546, 0.7217035863718146, 0.6297661412430698]"
418,"[8069, 982, 4573, 1739, 9143, 52, 7210, 9269, 8161, 4410]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]","[1.0, 0.9950901854415649, 0.9789673412149879, 0.93569945388366, 0.8646131381625592, 0.847532134969041, 0.8210231249387845, 0.7427445793271789, 0.662815799683014, 0.5794286694148623, 0.49995138638381387]"
